Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_116cKPUPsDqOEhs,406.159,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,8,Passive, ,TRUE, , , , , , , , , , , , ,Yes, , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, ,Limiting guests to 50% of normal capacity, , ,6:00 PM,8,8,8, ,9,9, ,9, , , , , , , ,4.498,21.945,23.435,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , ,Went to one or both of the museum stores, , , , , , , , ,Business trip, , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Public transit, , , , , , ,No one--I came by myself, , , ,English, , , , , , , , , , , , , , , , , , , , , , , , ,Yes, ,Yes,2896, ,My group included out-of-towners only, ,Never,1,1,0, , , , , ,White, , , ,No,Graduate degree, , ,"$150,000 - $199,999", ,No, , , , , , , , ,65,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,19:30:17,5417,1-2 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,65+,Rhode Island,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,outside (Bay Area)
the Exploratorium,QR,R_3MohPYVuS5UxnvP, ,3/24/22,EN,Safari iPhone,15.3,iPhone,320x568,10,Promoter, ,TRUE, , , ,Yes,Yes, , , , , , , , , , , ,Outstanding,Fun engaging exhibits that connected to cool physics I know!, , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns,I REALLY appreciated that employees checked vaccination status and enforced mask wearing. It made me feel safe and made the experience fully enjoyable. Thank you!, ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, , , , , ,10,10,10, ,10,8, ,10, , , , , , , ,12.997,21.849,22.42,6,Visited the indoor exhibit galleries, , , , , , ,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,95060, ,My group included locals only, ,5-10 years ago,1,2,0, , , , , ,White, , , ,Yes,Some college, , ,"$100,000 - $149,999", ,Yes, , , ,Learning, , , , ,21,Non-binary, ,25-34, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,We will be back!,2,West,Science,Large,Pacific,March,2022,QR,20:16:05, , ,Thursday,M-F,1st quarter,22,Jan-Mar 2022,18-24,California,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_D0nKUihxgF033FL, ,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter,Fun,TRUE, , , , , , , , , , , , ,Yes, , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, , , , ,6:00 PM,10,10,10, ,10,10,9, , , , , , , , ,4.29,18.729,20.74,6,Visited the indoor exhibit galleries, , , , , ,Saw a live demonstration / program / film / lecture, ,Ate in one of the restaurants, , , , , , , , ,Vacation trip, , , , , ,I was walking by, , , , , , , , , , ,Walking or biking, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,No, ,Yes,60131, ,My group included out-of-towners only, ,Never,1,2,0, , , , , ,White, , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,26,Man, ,25-34, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,20:35:23,9323,2-3 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,25-34,Illinois,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_3ipSOL4rD6yWpZR,640.652,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use, , , , , , ,6:00 PM,9,9,10, ,7, ,10, , , , , , , , ,1.186,25.074,25.105,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , ,Ate in one of the restaurants, , , , , ,I live in San Francisco,I work in San Francisco, , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Public transit, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , ,Spanish,Tagalog, , , , , , ,Yes,No, ,Yes,94114, ,My group included locals only, ,1-2 years ago,1,2,0, ,Asian or Asian American, ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,"$25,000 - $49,999", ,No, , , , , , , , ,27,Woman, ,25-34, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,20:47:01,10021,2-3 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,25-34,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,San Francisco
the Exploratorium,Staffed,R_r6kUW3DDl8o3Irf,496.437,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, , , ,7:00 PM,9,7,8, ,10,10, , , , , , , , , ,2.507,7.752,8.568,6,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture, , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , ,"Other, please specify:",Gujarati,No,No, ,Yes, , ,My group included locals only, ,1-2 years ago,1,2,0, ,Asian or Asian American, , , , , , , ,Not sure or questioning,College degree, , ,"$250,000 - $300,000", ,No, , , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,20:55:51,6951,1-2 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_6LroqKJMv4gC5Gx,965.486,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter,I love the exploratorium,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", ,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,7:30 PM,7,10,10, ,10,10, , , , , , , , , ,1.413,14.211,14.919,5,Visited the indoor exhibit galleries, , ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , , , , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Driving, ,Friend(s), , , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94945, ,My group included locals and out-of-towners, ,Within the past three months,18,3,0, , , , , ,White, , , ,Not sure or questioning,Some college, , ,"$25,000 - $49,999", ,No, , , , , , , , ,22,Woman, ,18-24,18-24, , , , , , , ,Woman,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,I love the exploratorium at night. I try to come every week,1,West,Science,Large,Pacific,March,2022,tablet,21:23:04,6784,1-2 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,18-24,California,race identified,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Marin
the Exploratorium,Staffed,R_3n2Bj6VzP5iAkK2,460.95,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , ,Yes, , , , , , , , ,Other (please describe):,Adults only evening,Outstanding,Lots to do, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,6:00 PM,8,8, , ,7,10, , , , , , , , , ,2.833,43.84,46.096,6,Visited the indoor exhibit galleries, ,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , ,Went to one or both of the museum stores, , , , ,Visiting friends or family, , , ,Business trip, , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Public transit, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,No, ,Yes,13053, ,My group included out-of-towners only, ,3-6 months ago,2,2,0, , , , , ,White, , , ,No,College degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,31,Woman, ,35-44, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,21:33:47,12827,3-4 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,25-34,New York,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_3QDY3ln499LTBDr,474.458,3/24/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,7:30 PM,10,10,10, ,10,10, , , , , , , , , ,3.845,26.193,28.729,9,Visited the indoor exhibit galleries, ,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , ,Saw a live demonstration / program / film / lecture, , , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , ,Spanish, , , , , , , ,No,No, ,Yes,94577, ,My group included locals only, ,1-2 years ago,1,2,0, , , ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,"$50,000 - $74,999", ,No, , , , , , , , ,28,Woman, ,25-34, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,21:42:50,7970,2-3 hrs,Thursday,M-F,1st quarter,22,Jan-Mar 2022,25-34,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Alamdea
the Exploratorium,Staffed,R_tXR5MmwW7gqTQZP, ,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,9,Promoter, ,TRUE, , , ,Yes, , , , , , ,Yes, , , , , ,Excellent,Interesting scientific items, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, , , , , ,Limiting guests to 50% of normal capacity, , ,11:00 AM,10,10,10, ,10,10,10,10, , , , , , , ,1.663,21.21,22.373,4,Visited the indoor exhibit galleries, , , , , , , , , , , , , , , , ,Vacation trip, , , , , , , , , , ,Exploratorium website, , , , , ,Driving, ,Friend(s), , , , , , , , ,English, , , , , , , , , , ,Mandarin, , , , , , , , , , , , ,No,No, ,Yes,95054, ,My group included locals only, ,Never,1,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,12:59:54,7194,1-2 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,Not reported,California,no race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Santa Clara
the Exploratorium,Staffed,R_1rfhvJqOSWTt2Uh, ,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,8,Passive, ,TRUE, , , , ,Yes, , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat uncomfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,11:15 AM,8,8,8, ,8, , , , , , , , , , ,1.58,6.587,7.432,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , ,I live in San Francisco, , , , , , ,I heard about it from friends/family, , , , , , , , , , , , ,"Ride service (Taxy, Lyft, Uber, etc.)", , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes, , ,My group included locals only, ,Never,1,2,0, ,Asian or Asian American, , , ,White, , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,25,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,13:44:39,8979,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,25-34, ,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_2bUbXlgIIA7nOT6,874.411,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , ,Yes,Yes, , , , , , , , , , , , ,Excellent, , , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , , , , , , ,10,10,10, ,10,10, , , , , , , , , ,1.238,27.384,28.485,14,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture, , , , , , ,To visit the Exploratorium,I live in San Francisco, , , , , , ,I heard about it from friends/family, , , , , , , , , , , , ,Driving, , , ,Significant other, , , , , , ,English, , , ,French, , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94610, ,My group included locals only, ,Never,1,1,1, , , , , ,White, , , ,No,Graduate degree, , ,Prefer not to say, ,No, , , , , , , , ,23,Woman, , , , , , , , , , , , , , , , , , , , ,12-Aug, , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,14:06:23, , ,Friday,M-F,1st quarter,22,Jan-Mar 2022,18-24,California,race identified,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Alamdea
the Exploratorium,Staffed,R_2X0Zes0UaCXw9FF,467.673,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , ,Yes, , , , ,Yes, , , , , , , , ,Outstanding,Great and safe entertainment for kids., , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, ,Having staff and volunteers enforce face covering guidelines, ,Limiting guests to 50% of normal capacity, , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,3.374,22.646,23.501,9,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , ,Went to one or both of the museum stores, , , , , , ,I live in San Francisco, , , ,"Other, please briefly describe what brought you to San Francisco today:",Family visiting,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,No, ,Yes,94110, ,My group included out-of-towners only, ,2-5 years ago,1,3,3, ,Asian or Asian American, , , , , , , ,No,College degree, , ,"$250,000 - $300,000", ,No, , , , , , , , ,38,Woman, ,35-44,35-44, , , , , , , ,Woman,Woman, , , , , , , , ,12-Aug,0-3,0-3, , , , , , , ,Boy,Boy,Girl, , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,14:16:07,8167,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,35-44,California,race identified,2,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,San Francisco
the Exploratorium,Staffed,R_1Ol5qheT5hG1Q3P,451.732,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter,Unique exhibits,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,10:00 AM,10,10,10, ,10,10, , , , , , , , , ,17.516,27.283,28.8,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture, , , , , ,Visiting friends or family, , , , , , , , ,I heard about it from friends/family, , , , , , , , , , , , ,Public transit, , ,Family (with children),Significant other, , , , , , ,English, , , , , , , , , , , , , , , ,Spanish, , , , , , , ,Yes,Yes, ,Yes,22043, ,My group included locals and out-of-towners, ,1-2 years ago,1,2,1, ,Asian or Asian American, ,Hispanic or Latino/a/x, ,White, , , ,No,Graduate degree, , ,"$75,000 - $99,999", ,No, , , , , , , , ,62,Man, ,65+, , , , , , , , ,Woman, , , , , , , , , ,0-3, , , , , , , , , ,Girl, , , , , , , , , , ,Please add a second black magnetic sand station.  It’s very popular.,2,West,Science,Large,Pacific,March,2022,tablet,14:24:47,15887,4-5 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,55-64,Virginia,race identified,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1O06WQbFlqy1wCB, ,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns, , ,Unsure,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , , , , , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,0.678,26.85,27.628,6,Visited the indoor exhibit galleries, , , , , , , ,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Public transit, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Prefer not to say,Prefer not to say, ,Yes, , , , ,Not sure, ,2,3, , , , , , , ,Prefer not to say, ,Prefer not to say,Prefer to self-describe:, , ,Prefer not to say, ,Prefer not to say, , , , , , , , , ,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,14:52:18,10338,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2YgndUHY9em391K,1064.693,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,9,Promoter, ,TRUE, , , , , , , , , ,Yes,Yes, , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , , , , , ,12:15 PM,10,10,9, ,9, , , , , , , , , , ,6.585,11.849,16.157,2,Visited the indoor exhibit galleries, , , , , , , , , , , , , , , , ,Vacation trip, , ,I have known about the Exploratorium for a long time,I heard about it from friends/family, , , , , , , , , , , , ,Walking or biking, , , , , , ,No one--I came by myself, , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,28759, , , ,Never,1,1,0, , , , , ,White, , , ,No,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , ,68,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,15:12:04,10624,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,65+,North Carolina,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1GyxmXU5tRVi7iY,544.067,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter,Large space.,TRUE, , , , ,Yes, , , ,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns,Large space, ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", ,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,12:45 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.129,6.234,7.243,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , , , , , , , , , , , ,Vacation trip, , , , , , , , ,I found it online, , , , , , , ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , , ,Yes, ,Yes, , ,My group included out-of-towners only, , , ,2,3, , , , , ,White, , , ,No,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , , ,Woman, ,45-54, , , , , , , , ,Man, , , , , , , , , ,13-17,12-Aug,7-Apr, , , , , , , ,Girl,Girl,Girl, , , , , , , , , ,2,West,Science,Large,Pacific,March,2022,tablet,15:22:42,9462,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0, 
the Exploratorium,Staffed,R_2Eox7QmpcfmbmFn,307.64,3/25/22,EN,Safari iPad,14.1.1,iPad,768x1024,8,Passive,Fun for all ages,TRUE, , , , , , , , , , ,Yes, ,Yes, , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,12:45 PM,9,8,7, ,9,5, , , , , , , , , ,2.209,13.907,14.469,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , , , , , , , ,To visit the Exploratorium, , , ,Vacation trip, , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , , ,Walking or biking, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,89506, ,My group included out-of-towners only, ,More than 10 years ago,1,2,0, , , , , ,White, , , ,No,College degree, , ,"$25,000 - $49,999", ,No, , , , , , , , ,26,Man, ,25-34, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Keep it up :^),2,West,Science,Large,Pacific,March,2022,tablet,15:31:23,9983,2-3 hrs,Friday,M-F,1st quarter,22,Jan-Mar 2022,25-34,Nevada,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,outside (Bay Area)
